date,year,type,country,state,location,activity,sex,age,injury,time,species
25-Dec-2021,2021,Unprovoked,new zealand,south island,pororari river,Swimming,F,9,Injured,,
22-Dec-2021,2021,Unprovoked,usa,florida,"anna maria island, manatee county",Surfing,F,42,Injured,,Black shark
11-Dec-2021`,2021,Unprovoked,australia,queensland,yarrabah,Fishing,M,24,Injured,10h30,Bull shark
Reported 06-Dec-2021,2021,Unprovoked,mexico,quintana roo,mahahual,Diving,M,14,Injured,,
06-Dec-2021,2021,Unprovoked,australia,victoria,ocean grove beach,Swimming,F,15,Injured,19h20,
06-Dec-2021,2021,Unprovoked,australia,victoria,ocean grove  beach,Swimming,M,15,Injured,19h20,
04-Dec-2021,2021,Unprovoked,usa,hawaii,"banyans, kailua-kona",Surfing,M,,Injured,,Black shark
15-Nox-2021,2021,Unprovoked,brazil,são paulo.,boqueirão beach,Playing,M,11,Injured,12h00,dogfish
07-Nov-2021,2021,Unprovoked,usa,hawaii,"lahaina, maui",Fishing,F,27,Injured,10h30,
06-Nov-2021,2021,Unprovoked,australia,western australia,"port beach, north freemantle",Swimming,M,57,Fatal,10h00,
03-Nov-2021,2021,Unprovoked,brazil,são paulo.,ubatuba beach,Swimming,M,,Injured,,
02-Nov-2021,2021,Unprovoked,new zealand,north island,taranaki,Surfing,M,26,Injured,,Broadnose seven gill shark
16-Oct-2021,2021,,australia,queensland,sudbury island,Fishing,M,26,Disappeared,,
15-Oct-2021,2021,Unprovoked,australia,queensland,"hook island, whitsundays",Swimming,M,34,Injured,Dusk,
04-Oct-2021,2021,Unprovoked,usa,florida,"fort pierce state park, st. lucie county",Surfing,M,25,Injured,,
03-Oct-2021,2021,Unprovoked,usa,florida,"jensen beach, martin county",Swimming,M,,Injury to lower left leg,12h00,
03-Oct-2021,2021,Unprovoked,usa,california,"salmon creek beach, sonoma county",Surfing,M,38,Injury to posterior left thigh,09h00,
10-Sep-2021,2021,,egypt,,sidi abdel rahmen,Swimming,M,,Injured,,No shark invovlement 
09-Sep-2021,2021,Unprovoked,usa,florida,volusia county,Surfing,M,!6,Injured,13h20,
05-Sep-2021,2021,Unprovoked,australia,new south wales,emerald beach,Surfing,M,31,Fatal,10h30,White shark
03-Sep-2021,2021,Unprovoked,british overseas territory,turks and caicos,,Unknown,M,,Injured,,
03-Sep-2021,2021,Unprovoked,usa,louisiana,off grand isle,Fishing,M,64,Severe injury to leg,14h00,
28-Aug-2021,2021,Unprovoked,usa,texas,"galveston island, galveston county",Boogie boarding,M,!!,Injured,11h45,
21-Aug-2021,2021,Unprovoked,usa,florida,"walton beach psrk, st. lucie county",Surfing,M,41,Injured,06h40,Bull shark
13-Aug-2021,2021,Unprovoked,canada,nova scotia,cape breton island,Swimming,F,21,Injured,`17h00,
07-Aug-2021,2021,Provoked,australia,queensland,north stradbroke island,Harassing sharks,M,,Injured,,
07-Aug-2021,2021,Unprovoked,usa,florida,volusia county,Surfing,M,35,Injured,10h00,
07-Aug-2021,2021,Unprovoked,usa,florida,"key largo, monroe county",Snorkeling,M,15,Injured,07h51,
03-Aug-2021,2021,Unprovoked,usa,south carolina,"hilton head island, beaufort county",Unknown,M,,Injured,11h46,Black shark
02-Aug-2021,2021,Unprovoked,usa,maryland,"ocean city, worcester county",Swimming,F,12,Injured,15h00,Black shark
30-Jul-2021,2021,Provoked,usa,florida,volusia county,Fishing,M,47,Injured,11h00,
27-Jul-2021,2021,Unprovoked,usa,north carolina,wrightsville beach,Standing,M,15,Injured,13h30,
27-Jul-2021,2021,Unprovoked,usa,georgia,"tybee island, chatham county",Surfing,M,58,Injured,,Black shark
27-Jul-2021,2021,Provoked,australia,western australia,varanus island,Fishing,M,34,Injured,20h30,"Sickelfin lemon shark, 3m"
26-Jul-2021,2021,Unprovoked,usa,new york,"jones beach, nassau county",Swimming,M,,Injured,11h00,A small shark
25-Jul-2021,2021,Unprovoked,brazil,pernambuco,piedade,Squatting in the water,M,32,Injured,,
23-Jul-2021,2021,Provoked,thailand,chanthaburi province,kung krabaenbay royal département study center,Moving captive shark,M,55,Injured,,Bull shark
21-Jul-2021,2021,Unprovoked,usa,california,"capitola beach, santa cruz county",Surfing,F,,No injury,,
21-Jul-2021,2021,,usa,florida,brevard county,Unknown,F,35,Injured,12h23,
19-Jul-2021,2021,Unprovoked,australia,western australia,rottnest island,Surfing,M,,No injury,12h30,White shark
15-Jul-2021,2021,Unprovoked,usa,florida,volusia county,Boogie boarding,M,11,Injured,16h30,
14-Jul-2021,2021,Unprovoked,south africa,eastern cape province,jeffrey's bay,Surfing,M,38,Injured,07h07,
Reported 11-Jul-2021,2021,Provoked,bahamas,,,Jackass Team's publicity stunt for Discovery Channel's Shark Week 2021,M,,Injured,,
10-Jul-2021,2021,Unprovoked,usa,florida,"bathtub beach, martin county",Playing,F,9,Injured,16h39," Spinner shark, 4'?"
10-Jul-2021,2021,Unprovoked,usa,florida,"46 miles off mayport, duval county",Fishing,M,36,Shark involvement prior to death not confirmed,,
10-Jul-2021,2021,Unprovoked,brazil,pernambuco,piedade,Wading,M,51,Fatal,13h50,
05-Jul-2021,2021,Unprovoked,australia,new south wales,crescent head,Surfing,M,25,Injured,16h30,White shark
04-Jul-2021,2021,Unprovoked,usa,florida,volusia county,Standing,M,8,Injured,16h00,2' to 3' shark
04-Jul-2021,2021,Provoked,usa,bahamas,,Fishing,F,19,Injured,,Bull shark
03-Jul-2021,2021,Unprovoked,ecuador,galapagos,,Diving,M,31,Single bite to right thigh ,,Galapagos shark
30-Jun-2021,2021,Unprovoked,usa,california,"catalina island, orange county",Canoeing,M,15,Injured,07h15,
28-Jun-2021,2021,Unprovoked,usa,florida,brevard county,Surfing,F,,Injured,,
27-Jun-2021,2021,Unprovoked,usa,north carolina,"ocean isle, brunswick county",Swimming,F,7,Injured,11h30,
26-Jun-2021,2021,Unprovoked,usa,california,"gray whale beach cove state beach, san mateo county",Swimming,M,38,Injured,09h15,White shark
25-Jun-2021,2021,Unprovoked,jordan,aqaba,,Sailing,M,36,Injured,,
23-Jun-2021,2021,Unprovoked,australia,western australia,gum tree bay,Surfing,M,25,Injured,14h00,
18-Jun-2021,2021,Unprovoked,usa,florida,volusia county,Standing,M,12,Injured,15h57,
17-Jun-2021,2021,Unprovoked,usa,florida,"grayton beach state park,   walton county",Swimming,M,14,Injured,14h30,7' to 8' shark 
14-Jun-2021,2021,Unprovoked,usa,florida,volusia county,Standing,M,12,Injured,,
14-Jun-2021,2021,Unprovoked,usa,florida,volusia county,Standing,M,71,Injured,,
12-Jun-2021,2021,Provoked,england,west sussex,littlehampton,Fishing,M,51,Injured,,"Tope shark, 6'"
11-Jun-2021,2021,Unprovoked,australia,western australia,five fingers reef,Snorkeling,M,10,Injured,11h00,"Bronze whaler shark, 2 m"
25-May-2021,2021,Provoked,new caledonia,nouville,chs beach,Fishing,M,,Presumed fatal  PROVOKED INCIDENT,,
23-May-2021,2021,Unprovoked,usa,south carolina,"burkes beach, hilton head, beaufort county",Swimming,M,26,Injured,,5' shark
21-May-2021,2021,Unprovoked,australia,western australia,quondong beach,Fishing,M,48,Injured,11h20,
18-May-2021,2021,Unprovoked,australia,new south wales,turncurry beach,Surfing,M,59,Fatal,11h15,White shark
15-May-2021,2021,Unprovoked,usa,hawaii,"kanaha beach park, maui",Kite Foiling,M,35,Injured,16h45,Tiger shark
12-May-2021,2021,Provoked,belize,ambergris key,,Baiting sharks,M,57,Injured,10h00,8 ft shark
06-May-2021,2021,Unprovoked,usa,florida,volusia county,Wading,F,21,Nick on foot,11h30,
03-May-2021,2021,Unprovoked,usa,hawaii,"marine corps base, oahu",Surfing,M,14,Injured,16h00,5.5 ft shark
01-May-2021,2021,Unprovoked,jamaica,westmoreland parish,"little bay, little london",Fishing,M,53,Fatal,08h00,
30-Apr-2021,2021,Unprovoked,usa,florida,volusia county,Surfing,F,64,Injured,09h00,
29-Apr-2021,2021,Unprovoked,usa,florida,"vero beach, indian river county",Boggie boarding,M,54,Injured,10j30,
24-Apr-2021,2021,Unprovoked,french polynesia,tahiti,tautira,Canoeing,M,25,No injury,08h15,
24-Apr-2021,2021,Unprovoked,new caledonia,,nouville,Stand Up Paddleboarding,M,53,Fatal,,
20-Apr-2021,2021,Unprovoked,usa,hawaii,kukio bay,Swimming,F,57,Injured,08h56,Tiger shark
19-Apr-2021,2021,Unprovoked,australia,western australia,karratha,Unknown,M,,Injured,15h40,
17-Apr-2021,2021,Provoked,usa,north carolina,outer banks,Tagging sharks,M,,No injury,,"Mako shark, 4 juvenile"
14-Apr-2021,2021,Unprovoked,south africa,kwazulu-natal,mdloti,Fishing,M,38,Injured,Afternoon,1.3m shark
13-Apr-2021,2021,Unprovoked,south africa,eastern cape province,chintsa,Body boarding,M,38,Fatal,11h00,White shark
02-Apr-2021,2021,Unprovoked,usa,florida,"key biscayne, miami-dade county",Swimming,M,36,Injured,,
30-Mar-2021,2021,Unprovoked,usa,florida,"vero beach, indian river county",Unknown,M,,Injured,13h00,
27-Mar-2021,2021,Unprovoked,australia,western australia,near coral bay,Fishing,M,27,Injury to calf,12h00,Bull shark
26-Mar-2021,2021,Unprovoked,french polynesia,marquesas,ua pou,Swimming,M,10,,,
25-Mar-2021,2021,Unprovoked,usa,florida,indian river county,Unknown,F,16,Injured,11h45,3' to 5' shark
25-Mar-2021,2021,Unprovoked,usa,florida,"fort lauderdale, broward county",Swimming,M,7,Injured,,  
21-Mar-2021,2021,Unprovoked,usa,florida,"miami beach, miami-dade county",Surfing,M,9,Injured,14h00,
20-Mar-2021,2021,Unprovoked,australia,western australia,yallingup,Paddle boarding,M,75,No injury,15h00,Black shark
18-Mar-2021,2021,Unprovoked,usa,florida,palm beach county,Wading,M,20,Injured,Afternoon,Black shark
02-Mar-2021,2021,Unprovoked,new caledonia,loyalty islands,ouvéa,Fishing,M,16,Injured,Afternoon,Tiger shark
28-Feb-2021,2021,Unprovoked,new caledonia,,i'îot maître,Swimming,M,57,Injured,11h00,Tiger shark
20-Feb-2021,2021,Provoked,australia,queensland,waterford west,Fishing,M,,Injured,17h30,Bull shark
06-Feb-2021,2021,Unprovoked,usa,hawaii,"waiokapua bay, kaui",Surfing,M,,No injury,16h30,
02-Feb-2021,2021,Watercraft,australia,south australia,gleneg,Surfing,M,17,No injury,19h00,Bronze whaler shark
02-Feb-2021,2021,Watercraft,usa,maui,ukumehama,Kayaking,M,45 and 15,No injury,14h00,White shark
29-Jan-2021,2021,Unprovoked,australia,western australia,"melaleuca beach, cowaramup bay, gracetown,",Swimming,F,46,Injured,10h30,
27-Jan-2021,2021,Unprovoked,new zealand,north island,"papamoa beach, bay of plenty",Swimming,M,61,Injured,20h00,Juvenile shark
23-Jan-2021,2021,Unprovoked,australia,new south wales,lake macquarie,Swimming,M,58,Injured,18h30, 
22-Jan-2021,2021,Watercraft,usa,florida,off tampa bay,Fishing,M,,No injury,,White shark
22-Jan-2021,2021,Unprovoked,usa,hawaii,maui,Snorkeling,M,73,Injured,07h45,"8"" shark"
21-Jan-2021,2021,Unprovoked,australia,south australia,port macdonnell,Snorkeling,M,32,Fatal,17h00,White shark
13-Jan-2021,2021,Unprovoked,brazil,pernambuco,cacimba do padre beach,Surfing,M,52,Injured,,
13-Jan-2021,2021,Unprovoked,australia,western australia,blackwall reach,Swimming,M,54,Severe injury to leg and broken him,07h58,Bull shark
11-Jan-2021,2021,Unprovoked,australia,victoria,13th beach,Swimming,M,7,Injury to leg,17h40,
09-Jan-2021,2021,Unprovoked,st kitts,the narrows,booby island,Swimming,F,26,"Severe injury to left leg, resulting in amputation above the knee",09h00-10h00,
07-Jan-2021,2021,Unprovoked,new zealand,north island,"waihī  beach, bay of plenty",Swimming,F,19,Fatal,17h10,
03-Jan-2021,2021,Unprovoked,usa,florida,brevard county,Surfing,M,19,No injury,10h30,
02-Jan-2021,2021,Unprovoked,usa,florida,brevard county,Surfing,M,17,Injured,10h30,
02-Jan-2021,2021,Unprovoked,usa,hawaii,"anaehoomalu bay
waikoloa, hawaii county",Swimming,F,68,Significant injury to right lower leg,08h00,
30-Dec-2020,2020,Unprovoked,usa,california,"coronado, san diego county",Swimming,M,,No injury,Afternoon,White shark
23-Dec-2020,2020,Unprovoked,maldives,raa atoll,faadoo island,Fishing,M,40,Injured,09h36,
10-Dec-2020,2020,Unprovoked,st martin,,orient beach,Swimming,F,39,Fatal,14h00,Tiger shark
09-Dec-2020,2020,Unprovoked,australia,western australia,cable beach,Surfing,M,,No injury,07h00,
08-Dec-2020,2020,Unprovoked,usa,hawaii,honolua bay,Surfing,M,56,Fatal,07h45,Tiger shark
06-Dec-2020,2020,Unprovoked,usa,oregon,"seaside cove, clatsop county",Surfing,M,20,Non-life-threatening to left lower leg & foot,15h20,
06-Dec-2020,2020,Unprovoked,australia,south australia,d’estrees bay near kangaroo island,Surfing,M,29,Injured,14h20,White shark
02-Dec-2020,2020,Unprovoked,egypt,south sinai,marsa alam,Diving,F,42,Injured,,White shark
26-Nov-2020,2020,Unprovoked,usa,hawaii,maui,Snorkeling,F,35,Severe injury to torso,14h00,
23-Nov-2020,2020,Unprovoked,new caledonia,south province,st. vincent bay,Snorkeling,F,,Injured,,Tiger shark
22-Nov-2020,2020,Unprovoked,australia,western australia,cable beach,Body boarding,M,59,Fatal,08h40,Bull shark
02-Nov-2020,2020,Unprovoked,australia,new south wales,"town beach, port macquarie",Surfing,M,13,Injured,06h00,
31-Oct-2020,2020,Unprovoked,usa,florida,ormond beach,Swimming,M,17,Injured,16h00,Black shark
30-Oct-2020,2020,Unprovoked,bahamas,grand bahama island,east end point,Fishing,M,,Injured,,"""Reef shark"""
29-Oct-2020,2020,Unprovoked,usa,"franklin county, florida",st george island,Surfing,M,,Injured,13h00,
25-Oct-2020,2020,Unprovoked,egypt,south sinai,"shark reef, ras muhammed",Snorkeling,M,,"Boy lost arm, dive guide lost leg, ",,
24-Oct-2020,2020,Unprovoked,australia,queensland,britomart reef,Fishing,M,59,Severe injury to thigh,12h00,
21-Oct-2020,2020,,usa,north carolina,"emerald isle, carteret county",Surfing,M,,Injured,Sunset,Not confirmed
09-Oct-2020,2020,Unprovoked,australia,western australia,kelp beds beach (kelpies),Surfing,M,52,Fatal,10h45,4m shark
07-Oct-2020,2020,Unprovoked,usa,florida,"miami beach, miami-dade county",Surfing,M,31,Injured,Afternoon,Black shark
04-Oct-2020,2020,Unprovoked,australia,western australia,"toms surf break, hamersley pool, north beach, perth",Surfing,M,17,No injury,10h45,Bronze whaler 1.5m
29-Sep-2020,2020,Provoked,usa,florida,near key largo,Unknown,M,,Injured,,Small nurse shark
21-Sep-2020,2020,,usa,hawaii,"charley young beach, maui",Swimming,F,61,Injured,11h00,Injuries not caused by a shark
20-Sep-2020,2020,Unprovoked,usa,florida,"sombero key light, monroe county",Snorkeling,M,30,Severe bite to shoulder,10h30,Bull shark
17-Sep-2020,2020,Provoked,australia,queensland,fraser island,Fishing,M,50s,Injured,16h00,White shark
16-Sep-2020,2020,Unprovoked,australia,new south wales,cabarita beach,Foil-boarding,M,,No injury,Afternoon,White shark
16-Sep-2020,2020,,usa,florida,volusia county,Swimming,M,48,Injured,15h20,Not confirmed
15-Sep-2020,2020,Unprovoked,usa,florida,volusia county,Surfing,M,15,Injured,10h45,
15-Sep-2020,2020,Unprovoked,usa,florida,brevard county,Surfing,M,25,Injured,08h15,
08-Sep-2020,2020,,usa,florida,canaveral national seashore,Surfing,M,54,Injured,,4' to 5' shark
07-Sep-2020,2020,Unprovoked,australia,queensland,"greenmount beach, coolangatta",Surfing,M,46,Fatal,17h00,White shark
06-Sep-2020,2020,Unprovoked,usa,hawaii,puako,Snorkeling,F,70,Injured,16h30,8' shark
02-Sep-2020,2020,Unprovoked,usa,florida,"jensen beach, martin county",Unknown,M,,Injured,,"Nurse shark, juvenile"
30-Aug-2020,2020,Watercraft,australia,new south wales,forster,Fishing,M,,No injury,Afternoon,White shark
30-Aug-2020,2020,Unprovoked,usa,south carolina,"folly beach, charleston county",Surfing,M,12,Injury to right foot and ankle,11h30,
28-Aug-2020,2020,Unprovoked,usa,california,"shelter cove, humboldt county",Fishing,M,,No injury,Afternoon,White shark
23-Aug-2020,2020,Unprovoked,usa,florida,volusia county,Standing,M,23,Injured,15h00,
22-Aug-2020,2020,Unprovoked,usa,florida,st. johns county,Surfing,M,14,Injured,Morning,4' to 5' shark
20-Aug-2020,2020,Unprovoked,usa,florida,volusia county,Boogie boarding,F,50,Injured,11h00,
19-Aug-2020,2020,,usa,south carolina,horry county,Wading,F,,Injured,1415,
14-Aug-2020,2020,Unprovoked,australia,new south wales,"shelly beach, port macquarie",Surfing,F,35,Injured,09h30,White shark
10-Aug-2020,2020,Provoked,usa,florida,"off gasparilla island, charlotte county",Fishing,M,55,Injury to left forearm by hooked shark PROVOKED INCIDENT,16h00,Black shark
02-Aug-2020,2020,Unprovoked,usa,virgin islands,"candle reef, st. croix",Snorkeling,F,,Injured,14h00,"Nurse shark, 5'"
01-Aug-2020,2020,Unprovoked,usa,north carolina,"surf city, pender county",Surfing,M,54,Injured,14h00-15h00,
31-Jul-2020,2020,Unprovoked,usa,florida,volusia county,Surfing,F,22,Injured,17h00,
31-Jul-2020,2020,Unprovoked,usa,alabama,"orange beach, baldwin county",Swimming,M,14,Injured,13h00,Black shark
31-Jul-2020,2020,Unprovoked,australia,western australia,bunker bay beach,Surfing,M,28,Injured,14h15,White shark
29-Jul-2020,2020,Unprovoked,usa,florida,florida keys,Diving,M,38,Injured,,"Lemon shark, 8'"
29-Jul-2020,2020,Watercraft,australia,tasmania,tenth island,Sightseeing,M,,No injury,09h08,White shark
27-Jul-2020,2020,Unprovoked,french polynesia,tuamotu islands,tikehau,Swimming,M,4,Injured,Evening,Black shark
27-Jul-2020,2020,Unprovoked,usa,maine,"bailey island, cumberland county",Swimming,F,63,Fatal,15h59,White shark
23-Jul-2020,2020,Unprovoked,usa,bahamas,spanish cay,Fishing,M,23,Injured,12h00,"Reef shark, 5' to 6 '"
23-Jul-2020,2020,Unprovoked,usa,florida,volusia county,Standing,M,11,Injured,,
22-Jul-2020,2020,Unprovoked,usa,north carolina,"neuse river, craven county",Treading water,M,,Injured,17h30,Bull shark
19-Jul-2020,2020,Unprovoked,usa,florida,brevard county,Wading,F,12,Injured,Afternoon,
17-Jul-2020,2020,Unprovoked,australia,tasmania,off stanley,Fishing,M,10,Injured,13h30,White shark
14-Jul-2020,2020,Unprovoked,usa,florida,brevard county,Wading,F,14,Severe bite to right foot,,Bull shark
13-Jul-2020,2020,Unprovoked,australia,queensland,fitzroy island,Snorkeling,F,29,Injury to lower left leg and ankle,11h45,2 m shark
11-Jul-2020,2020,Unprovoked,australia,new south wales,wilsons headland,Surfing,M,15,Fatal,14h30,White shark
10-Jul-202,2020,Unprovoked,usa,florida,brevard county,Surfing,F,15,Injured,08h00,
04-Jul-2020,2020,Unprovoked,australia,queensland,fraser island,Fishing,M,36,Fatal,14h00,
22-Jun-2020,2020,Unprovoked,usa,florida,"homestead, miami-dade county",Playing,M,7,Injured,,Bull shark
20-Jun-2020,2020,Unprovoked,usa,north carolina,"salvo, dare county",Surfing,M,16,Injury to thigh,16h00,
20-Jun-2020,2020,Unprovoked,bahamas,exumas,"pig beach, pig island",Unknown,M,,,,
16-Jun-2020,2020,Unprovoked,south africa,kwazulu-natal,umhlanga rocks,Surfing,F,,No injury,14h00,
10-Jun-2020,2020,Unprovoked,new caledonia,south province,"plateau de ricaudy, nouméa",Surfing,M,30,Fatal,Afternoon,Tiger shark
07-Jun-2020,2020,Unprovoked,australia,new south wales,salt beach near kingscliff,Surfing,M,60,Fatal,10h40,White shark
06-Jun-2020,2020,Unprovoked,australia,western australia,"tantabitti beach, nigaloo",Unknown,F,,,,
04-Jun-2020,2020,,usa,delaware,"herring point, sussex county",Skimboarding,M,12,Injured,13h00,Shark involvement unconfirmed but considered probable
01-Jun-2020,2020,Unprovoked,usa,hawaii,"davidsons beach, kauai",Surfing,M,,Injured,08h30,Tiger shark
31-May-2020,2020,Unprovoked,bahamas,abaco islands,noname cay,Fishing,M,,Injured,,Bull shark
30-May-2020,2020,Unprovoked,australia,queensland,lucinda,Fishing,M,18,No injury,,Bull shark
28-May-2020,2020,Unprovoked,thailand,"muang district of satun province,",chebilang pier,Playing,M,12,Injured,,Bull shark
26 May 2020,2020,Unprovoked,spain,canary islands,"famara beach, lanzarote",Playing,M,9,Injured,,Angel shark
